modelfileversion,model,layer,skew,temperature,resistance (ohms)
4x1r1,rrv7_1200x200xs0_p,v7,pcff,100,0.389052
4x1r1,rrv7_1200x200xs0_s,v7,pcff,100,0.389052
4x1r1,rrv7_120x200xs0,v7,pcff,100,3.89051
4x1r1,rrv7_120x200xs0_p,v7,pcff,100,3.89051
4x1r1,rrv7_120x200xs0_s,v7,pcff,100,3.89051
4x1r1,rrv7_120x400xs0,v7,pcff,100,2.13129
4x1r1,rrv7_120x400xs0_p,v7,pcff,100,2.13129
4x1r1,rrv7_120x400xs0_s,v7,pcff,100,2.13129
4x1r1,rrv7_120x600xs0,v7,pcff,100,1.29684
4x1r1,rrv7_120x600xs0_p,v7,pcff,100,1.29684
4x1r1,rrv7_120x600xs0_s,v7,pcff,100,1.29684
4x1r1,rrv7_1500x200xs0,v7,pcff,100,0.31124
4x1r1,rrv7_1500x200xs0_p,v7,pcff,100,0.31124
4x1r1,rrv7_1500x200xs0_s,v7,pcff,100,0.31124
4x1r1,rrv7_200x1200xs0,v7,pcff,100,0.389052
4x1r1,rrv7_200x1200xs0_p,v7,pcff,100,0.389052
4x1r1,rrv7_200x1200xs0_s,v7,pcff,100,0.389052
4x1r1,rrv7_200x120xs0,v7,pcff,100,3.89051
4x1r1,rrv7_200x120xs0_p,v7,pcff,100,3.89051
4x1r1,rrv7_200x120xs0_s,v7,pcff,100,3.89051
4x1r1,rrv7_200x1500xs0,v7,pcff,100,0.31124
4x1r1,rrv7_200x1500xs0_p,v7,pcff,100,0.31124
4x1r1,rrv7_200x1500xs0_s,v7,pcff,100,0.31124
4x1r1,rrv7_200x600xs0,v7,pcff,100,0.86254
4x1r1,rrv7_200x600xs0_p,v7,pcff,100,0.86254
4x1r1,rrv7_200x600xs0_s,v7,pcff,100,0.86254
4x1r1,rrv7_200x900xs0,v7,pcff,100,0.518756
4x1r1,rrv7_200x900xs0_p,v7,pcff,100,0.518756
4x1r1,rrv7_200x900xs0_s,v7,pcff,100,0.518756
4x1r1,rrv7_400x120xs0,v7,pcff,100,2.13129
4x1r1,rrv7_400x120xs0_p,v7,pcff,100,2.13129
4x1r1,rrv7_400x120xs0_s,v7,pcff,100,2.13129
4x1r1,rrv7_600x120xs0,v7,pcff,100,1.29684
4x1r1,rrv7_600x120xs0_p,v7,pcff,100,1.29684
4x1r1,rrv7_600x120xs0_s,v7,pcff,100,1.29684
4x1r1,rrv7_600x200xs0,v7,pcff,100,0.86254
4x1r1,rrv7_600x200xs0_p,v7,pcff,100,0.86254
4x1r1,rrv7_600x200xs0_s,v7,pcff,100,0.86254
4x1r1,rrv7_900x200xs0,v7,pcff,100,0.518756
4x1r1,rrv7_900x200xs0_p,v7,pcff,100,0.518756
4x1r1,rrv7_900x200xs0_s,v7,pcff,100,0.518756
4x1r1,rrv7_1200x200xs0,v7,pcff,125,0.416016
4x1r1,rrv7_1200x200xs0_p,v7,pcff,125,0.416016
4x1r1,rrv7_1200x200xs0_s,v7,pcff,125,0.416016
4x1r1,rrv7_120x200xs0,v7,pcff,125,4.16015
4x1r1,rrv7_120x200xs0_p,v7,pcff,125,4.16015
4x1r1,rrv7_120x200xs0_s,v7,pcff,125,4.16015
4x1r1,rrv7_120x400xs0,v7,pcff,125,2.279
4x1r1,rrv7_120x400xs0_p,v7,pcff,125,2.279
4x1r1,rrv7_120x400xs0_s,v7,pcff,125,2.279
4x1r1,rrv7_120x600xs0,v7,pcff,125,1.38672
4x1r1,rrv7_120x600xs0_p,v7,pcff,125,1.38672
4x1r1,rrv7_120x600xs0_s,v7,pcff,125,1.38672
4x1r1,rrv7_1500x200xs0,v7,pcff,125,0.332811
4x1r1,rrv7_1500x200xs0_p,v7,pcff,125,0.332811
4x1r1,rrv7_1500x200xs0_s,v7,pcff,125,0.332811
4x1r1,rrv7_200x1200xs0,v7,pcff,125,0.416016
4x1r1,rrv7_200x1200xs0_p,v7,pcff,125,0.416016
4x1r1,rrv7_200x1200xs0_s,v7,pcff,125,0.416016
4x1r1,rrv7_200x120xs0,v7,pcff,125,4.16015
4x1r1,rrv7_200x120xs0_p,v7,pcff,125,4.16015
4x1r1,rrv7_200x120xs0_s,v7,pcff,125,4.16015
4x1r1,rrv7_200x1500xs0,v7,pcff,125,0.332811
4x1r1,rrv7_200x1500xs0_p,v7,pcff,125,0.332811
4x1r1,rrv7_200x1500xs0_s,v7,pcff,125,0.332811
4x1r1,rrv7_200x600xs0,v7,pcff,125,0.92232
4x1r1,rrv7_200x600xs0_p,v7,pcff,125,0.92232
4x1r1,rrv7_200x600xs0_s,v7,pcff,125,0.92232
4x1r1,rrv7_200x900xs0,v7,pcff,125,0.55471
4x1r1,rrv7_200x900xs0_p,v7,pcff,125,0.55471
4x1r1,rrv7_200x900xs0_s,v7,pcff,125,0.55471
4x1r1,rrv7_400x120xs0,v7,pcff,125,2.279
4x1r1,rrv7_400x120xs0_p,v7,pcff,125,2.279
4x1r1,rrv7_400x120xs0_s,v7,pcff,125,2.279
4x1r1,rrv7_600x120xs0,v7,pcff,125,1.38672
4x1r1,rrv7_600x120xs0_p,v7,pcff,125,1.38672
4x1r1,rrv7_600x120xs0_s,v7,pcff,125,1.38672
4x1r1,rrv7_600x200xs0,v7,pcff,125,0.92232
4x1r1,rrv7_600x200xs0_p,v7,pcff,125,0.92232
4x1r1,rrv7_600x200xs0_s,v7,pcff,125,0.92232
4x1r1,rrv7_900x200xs0,v7,pcff,125,0.55471
4x1r1,rrv7_900x200xs0_p,v7,pcff,125,0.55471
4x1r1,rrv7_900x200xs0_s,v7,pcff,125,0.55471
4x1r1,rrv8_1200x200xs0,v8,pcff,-40,0.238054
4x1r1,rrv8_1200x200xs0_p,v8,pcff,-40,0.238054
4x1r1,rrv8_1200x200xs0_s,v8,pcff,-40,0.238054
4x1r1,rrv8_120x200xs0,v8,pcff,-40,2.38053
4x1r1,rrv8_120x200xs0_p,v8,pcff,-40,2.38053
4x1r1,rrv8_120x200xs0_s,v8,pcff,-40,2.38053
4x1r1,rrv8_120x400xs0,v8,pcff,-40,1.3041
4x1r1,rrv8_120x400xs0_p,v8,pcff,-40,1.3041
4x1r1,rrv8_120x400xs0_s,v8,pcff,-40,1.3041
4x1r1,rrv8_120x600xs0,v8,pcff,-40,0.793512
4x1r1,rrv8_120x600xs0_p,v8,pcff,-40,0.793512
4x1r1,rrv8_120x600xs0_s,v8,pcff,-40,0.793512
4x1r1,rrv8_1500x200xs0,v8,pcff,-40,0.190442
4x1r1,rrv8_1500x200xs0_p,v8,pcff,-40,0.190442
4x1r1,rrv8_1500x200xs0_s,v8,pcff,-40,0.190442
4x1r1,rrv8_200x1200xs0,v8,pcff,-40,0.238054
4x1r1,rrv8_200x1200xs0_p,v8,pcff,-40,0.238054
4x1r1,rrv8_200x1200xs0_s,v8,pcff,-40,0.238054
4x1r1,rrv8_200x120xs0,v8,pcff,-40,2.38053
4x1r1,rrv8_200x120xs0_p,v8,pcff,-40,2.38053
4x1r1,rrv8_200x120xs0_s,v8,pcff,-40,2.38053
4x1r1,rrv8_200x1500xs0,v8,pcff,-40,0.190442
4x1r1,rrv8_200x1500xs0_p,v8,pcff,-40,0.190442
4x1r1,rrv8_200x1500xs0_s,v8,pcff,-40,0.190442
4x1r1,rrv8_200x600xs0,v8,pcff,-40,0.527772
4x1r1,rrv8_200x600xs0_p,v8,pcff,-40,0.527772
4x1r1,rrv8_200x600xs0_s,v8,pcff,-40,0.527772
4x1r1,rrv8_200x900xs0,v8,pcff,-40,0.317417
4x1r1,rrv8_200x900xs0_p,v8,pcff,-40,0.317417
4x1r1,rrv8_200x900xs0_s,v8,pcff,-40,0.317417
4x1r1,rrv8_400x120xs0,v8,pcff,-40,1.3041
4x1r1,rrv8_400x120xs0_p,v8,pcff,-40,1.3041
4x1r1,rrv8_400x120xs0_s,v8,pcff,-40,1.3041
4x1r1,rrv8_600x120xs0,v8,pcff,-40,0.793512
4x1r1,rrv8_600x120xs0_p,v8,pcff,-40,0.793512
4x1r1,rrv8_600x120xs0_s,v8,pcff,-40,0.793512
4x1r1,rrv8_600x200xs0,v8,pcff,-40,0.527772
4x1r1,rrv8_600x200xs0_p,v8,pcff,-40,0.527772
4x1r1,rrv8_600x200xs0_s,v8,pcff,-40,0.527772
4x1r1,rrv8_900x200xs0,v8,pcff,-40,0.317417
4x1r1,rrv8_900x200xs0_p,v8,pcff,-40,0.317417
4x1r1,rrv8_900x200xs0_s,v8,pcff,-40,0.317417
4x1r1,rrv8_1200x200xs0,v8,pcff,25,0.30816
4x1r1,rrv8_1200x200xs0_p,v8,pcff,25,0.30816
4x1r1,rrv8_1200x200xs0_s,v8,pcff,25,0.30816
4x1r1,rrv8_120x200xs0,v8,pcff,25,3.08159
4x1r1,rrv8_120x200xs0_p,v8,pcff,25,3.08159
4x1r1,rrv8_120x200xs0_s,v8,pcff,25,3.08159
4x1r1,rrv8_120x400xs0,v8,pcff,25,1.68815
4x1r1,rrv8_120x400xs0_p,v8,pcff,25,1.68815
4x1r1,rrv8_120x400xs0_s,v8,pcff,25,1.68815
4x1r1,rrv8_120x600xs0,v8,pcff,25,1.0272
4x1r1,rrv8_120x600xs0_p,v8,pcff,25,1.0272
4x1r1,rrv8_120x600xs0_s,v8,pcff,25,1.0272
4x1r1,rrv8_1500x200xs0,v8,pcff,25,0.246527
4x1r1,rrv8_1500x200xs0_p,v8,pcff,25,0.246527
4x1r1,rrv8_1500x200xs0_s,v8,pcff,25,0.246527
4x1r1,rrv8_200x1200xs0,v8,pcff,25,0.30816
4x1r1,rrv8_200x1200xs0_p,v8,pcff,25,0.30816
4x1r1,rrv8_200x1200xs0_s,v8,pcff,25,0.30816
4x1r1,rrv8_200x120xs0,v8,pcff,25,3.08159
4x1r1,rrv8_200x120xs0_p,v8,pcff,25,3.08159
4x1r1,rrv8_200x120xs0_s,v8,pcff,25,3.08159
4x1r1,rrv8_200x1500xs0,v8,pcff,25,0.246527
4x1r1,rrv8_200x1500xs0_p,v8,pcff,25,0.246527
4x1r1,rrv8_200x1500xs0_s,v8,pcff,25,0.246527
4x1r1,rrv8_200x600xs0,v8,pcff,25,0.6832
4x1r1,rrv8_200x600xs0_p,v8,pcff,25,0.6832
4x1r1,rrv8_200x600xs0_s,v8,pcff,25,0.6832
4x1r1,rrv8_200x900xs0,v8,pcff,25,0.410896
4x1r1,rrv8_200x900xs0_p,v8,pcff,25,0.410896
4x1r1,rrv8_200x900xs0_s,v8,pcff,25,0.410896
4x1r1,rrv8_400x120xs0,v8,pcff,25,1.68815
4x1r1,rrv8_400x120xs0_p,v8,pcff,25,1.68815
4x1r1,rrv8_400x120xs0_s,v8,pcff,25,1.68815
4x1r1,rrv8_600x120xs0,v8,pcff,25,1.0272
4x1r1,rrv8_600x120xs0_p,v8,pcff,25,1.0272
4x1r1,rrv8_600x120xs0_s,v8,pcff,25,1.0272
4x1r1,rrv8_600x200xs0,v8,pcff,25,0.6832
4x1r1,rrv8_600x200xs0_p,v8,pcff,25,0.6832
4x1r1,rrv8_600x200xs0_s,v8,pcff,25,0.6832
4x1r1,rrv8_900x200xs0,v8,pcff,25,0.410896
4x1r1,rrv8_900x200xs0_p,v8,pcff,25,0.410896
4x1r1,rrv8_900x200xs0_s,v8,pcff,25,0.410896
4x1r1,rrv8_1200x200xs0,v8,pcff,100,0.389052
4x1r1,rrv8_1200x200xs0_p,v8,pcff,100,0.389052
4x1r1,rrv8_1200x200xs0_s,v8,pcff,100,0.389052
4x1r1,rrv8_120x200xs0,v8,pcff,100,3.89051
4x1r1,rrv8_120x200xs0_p,v8,pcff,100,3.89051
4x1r1,rrv8_120x200xs0_s,v8,pcff,100,3.89051
4x1r1,rrv8_120x400xs0,v8,pcff,100,2.13129
4x1r1,rrv8_120x400xs0_p,v8,pcff,100,2.13129
4x1r1,rrv8_120x400xs0_s,v8,pcff,100,2.13129
4x1r1,rrv8_120x600xs0,v8,pcff,100,1.29684
4x1r1,rrv8_120x600xs0_p,v8,pcff,100,1.29684
4x1r1,rrv8_120x600xs0_s,v8,pcff,100,1.29684
4x1r1,rrv8_1500x200xs0,v8,pcff,100,0.31124
4x1r1,rrv8_1500x200xs0_p,v8,pcff,100,0.31124
4x1r1,rrv8_1500x200xs0_s,v8,pcff,100,0.31124
4x1r1,rrv8_200x1200xs0,v8,pcff,100,0.389052
4x1r1,rrv8_200x1200xs0_p,v8,pcff,100,0.389052
4x1r1,rrv8_200x1200xs0_s,v8,pcff,100,0.389052
4x1r1,rrv8_200x120xs0,v8,pcff,100,3.89051
4x1r1,rrv8_200x120xs0_p,v8,pcff,100,3.89051
4x1r1,rrv8_200x120xs0_s,v8,pcff,100,3.89051
4x1r1,rrv8_200x1500xs0,v8,pcff,100,0.31124
4x1r1,rrv8_200x1500xs0_p,v8,pcff,100,0.31124
4x1r1,rrv8_200x1500xs0_s,v8,pcff,100,0.31124
4x1r1,rrv8_200x600xs0,v8,pcff,100,0.86254
4x1r1,rrv8_200x600xs0_p,v8,pcff,100,0.86254
4x1r1,rrv8_200x600xs0_s,v8,pcff,100,0.86254
4x1r1,rrv8_200x900xs0,v8,pcff,100,0.518756
4x1r1,rrv8_200x900xs0_p,v8,pcff,100,0.518756
4x1r1,rrv8_200x900xs0_s,v8,pcff,100,0.518756
4x1r1,rrv8_400x120xs0,v8,pcff,100,2.13129
4x1r1,rrv8_400x120xs0_p,v8,pcff,100,2.13129
4x1r1,rrv8_400x120xs0_s,v8,pcff,100,2.13129
4x1r1,rrv8_600x120xs0,v8,pcff,100,1.29684
4x1r1,rrv8_600x120xs0_p,v8,pcff,100,1.29684
4x1r1,rrv8_600x120xs0_s,v8,pcff,100,1.29684
4x1r1,rrv8_600x200xs0,v8,pcff,100,0.86254
4x1r1,rrv8_600x200xs0_p,v8,pcff,100,0.86254
4x1r1,rrv8_600x200xs0_s,v8,pcff,100,0.86254
4x1r1,rrv8_900x200xs0,v8,pcff,100,0.518756
4x1r1,rrv8_900x200xs0_p,v8,pcff,100,0.518756
4x1r1,rrv8_900x200xs0_s,v8,pcff,100,0.518756
4x1r1,rrv8_1200x200xs0,v8,pcff,125,0.416016
4x1r1,rrv8_1200x200xs0_p,v8,pcff,125,0.416016
4x1r1,rrv8_1200x200xs0_s,v8,pcff,125,0.416016
4x1r1,rrv8_120x200xs0,v8,pcff,125,4.16015
4x1r1,rrv8_120x200xs0_p,v8,pcff,125,4.16015
4x1r1,rrv8_120x200xs0_s,v8,pcff,125,4.16015
4x1r1,rrv8_120x400xs0,v8,pcff,125,2.279
4x1r1,rrv8_120x400xs0_p,v8,pcff,125,2.279
4x1r1,rrv8_120x400xs0_s,v8,pcff,125,2.279
4x1r1,rrv8_120x600xs0,v8,pcff,125,1.38672
4x1r1,rrv8_120x600xs0_p,v8,pcff,125,1.38672
4x1r1,rrv8_120x600xs0_s,v8,pcff,125,1.38672
4x1r1,rrv8_1500x200xs0,v8,pcff,125,0.332811
4x1r1,rrv8_1500x200xs0_p,v8,pcff,125,0.332811
4x1r1,rrv8_1500x200xs0_s,v8,pcff,125,0.332811
4x1r1,rrv8_200x1200xs0,v8,pcff,125,0.416016
4x1r1,rrv8_200x1200xs0_p,v8,pcff,125,0.416016
4x1r1,rrv8_200x1200xs0_s,v8,pcff,125,0.416016
4x1r1,rrv8_200x120xs0,v8,pcff,125,4.16015
4x1r1,rrv8_200x120xs0_p,v8,pcff,125,4.16015
4x1r1,rrv8_200x120xs0_s,v8,pcff,125,4.16015
4x1r1,rrv8_200x1500xs0,v8,pcff,125,0.332811
4x1r1,rrv8_200x1500xs0_p,v8,pcff,125,0.332811
4x1r1,rrv8_200x1500xs0_s,v8,pcff,125,0.332811
4x1r1,rrv8_200x600xs0,v8,pcff,125,0.92232
4x1r1,rrv8_200x600xs0_p,v8,pcff,125,0.92232
4x1r1,rrv8_200x600xs0_s,v8,pcff,125,0.92232
4x1r1,rrv8_200x900xs0,v8,pcff,125,0.55471
4x1r1,rrv8_200x900xs0_p,v8,pcff,125,0.55471
4x1r1,rrv8_200x900xs0_s,v8,pcff,125,0.55471
4x1r1,rrv8_400x120xs0,v8,pcff,125,2.279
4x1r1,rrv8_400x120xs0_p,v8,pcff,125,2.279
4x1r1,rrv8_400x120xs0_s,v8,pcff,125,2.279
4x1r1,rrv8_600x120xs0,v8,pcff,125,1.38672
4x1r1,rrv8_600x120xs0_p,v8,pcff,125,1.38672
4x1r1,rrv8_600x120xs0_s,v8,pcff,125,1.38672
4x1r1,rrv8_600x200xs0,v8,pcff,125,0.92232
4x1r1,rrv8_600x200xs0_p,v8,pcff,125,0.92232
4x1r1,rrv8_600x200xs0_s,v8,pcff,125,0.92232
4x1r1,rrv8_900x200xs0,v8,pcff,125,0.55471
4x1r1,rrv8_900x200xs0_p,v8,pcff,125,0.55471
4x1r1,rrv8_900x200xs0_s,v8,pcff,125,0.55471
4x1r1,rrvf_100x44xs2,vf,pcff,-40,13.9575
4x1r1,rrvf_100x44xs2_p,vf,pcff,-40,15.2202
4x1r1,rrvf_100x44xs2_s,vf,pcff,-40,13.9575
4x1r1,rrvf_68x44xs2,vf,pcff,-40,17.7071
4x1r1,rrvf_68x44xs2p,vf,pcff,-40,21.6054
4x1r1,rrvf_68x44xs2_p,vf,pcff,-40,18.8875
4x1r1,rrvf_68x44xs2p_p,vf,pcff,-40,24.7889
4x1r1,rrvf_68x44xs2p_s,vf,pcff,-40,21.6054
4x1r1,rrvf_68x44xs2_s,vf,pcff,-40,17.7071
4x1r1,rrvf_100x44xs2,vf,pcff,25,15.6685
4x1r1,rrvf_100x44xs2_p,vf,pcff,25,17.086
4x1r1,rrvf_100x44xs2_s,vf,pcff,25,15.6685
4x1r1,rrvf_68x44xs2,vf,pcff,25,19.8777
4x1r1,rrvf_68x44xs2p,vf,pcff,25,24.2539
4x1r1,rrvf_68x44xs2_p,vf,pcff,25,21.2029
4x1r1,rrvf_68x44xs2p_p,vf,pcff,25,27.8277
4x1r1,rrvf_68x44xs2p_s,vf,pcff,25,24.2539
4x1r1,rrvf_68x44xs2_s,vf,pcff,25,19.8777
4x1r1,rrvf_100x44xs2,vf,pcff,100,17.6427
4x1r1,rrvf_100x44xs2_p,vf,pcff,100,19.2388
4x1r1,rrvf_100x44xs2_s,vf,pcff,100,17.6427
4x1r1,rrvf_68x44xs2,vf,pcff,100,22.3823
4x1r1,rrvf_68x44xs2p,vf,pcff,100,27.3099
4x1r1,rrvf_68x44xs2_p,vf,pcff,100,23.8745
4x1r1,rrvf_68x44xs2p_p,vf,pcff,100,31.334
4x1r1,rrvf_68x44xs2p_s,vf,pcff,100,27.3099
4x1r1,rrvf_68x44xs2_s,vf,pcff,100,22.3823
4x1r1,rrvf_100x44xs2,vf,pcff,125,18.3008
4x1r1,rrvf_100x44xs2_p,vf,pcff,125,19.9564
4x1r1,rrvf_100x44xs2_s,vf,pcff,125,18.3008
4x1r1,rrvf_68x44xs2,vf,pcff,125,23.2172
4x1r1,rrvf_68x44xs2p,vf,pcff,125,28.3286
4x1r1,rrvf_68x44xs2_p,vf,pcff,125,24.765
4x1r1,rrvf_68x44xs2p_p,vf,pcff,125,32.5028
4x1r1,rrvf_68x44xs2p_s,vf,pcff,125,28.3286
4x1r1,rrvf_68x44xs2_s,vf,pcff,125,23.2172
4x1r1,rrvmz_1200x200xs0,vmz,pcff,-40,0.238054
4x1r1,rrvmz_1200x200xs0_p,vmz,pcff,-40,0.238054
4x1r1,rrvmz_1200x200xs0_s,vmz,pcff,-40,0.238054
4x1r1,rrvmz_120x200xs0,vmz,pcff,-40,2.38053
4x1r1,rrvmz_120x200xs0_p,vmz,pcff,-40,2.38053
4x1r1,rrvmz_120x200xs0_s,vmz,pcff,-40,2.38053
4x1r1,rrvmz_120x400xs0,vmz,pcff,-40,1.3041
4x1r1,rrvmz_120x400xs0_p,vmz,pcff,-40,1.3041
4x1r1,rrvmz_120x400xs0_s,vmz,pcff,-40,1.3041
4x1r1,rrvmz_120x600xs0,vmz,pcff,-40,0.793512
4x1r1,rrvmz_120x600xs0_p,vmz,pcff,-40,0.793512
4x1r1,rrvmz_120x600xs0_s,vmz,pcff,-40,0.793512
4x1r1,rrvmz_1500x200xs0,vmz,pcff,-40,0.190442
4x1r1,rrvmz_1500x200xs0_p,vmz,pcff,-40,0.190442
4x1r1,rrvmz_1500x200xs0_s,vmz,pcff,-40,0.190442
4x1r1,rrvmz_200x1200xs0,vmz,pcff,-40,0.238054
4x1r1,rrvmz_200x1200xs0_p,vmz,pcff,-40,0.238054
4x1r1,rrvmz_200x1200xs0_s,vmz,pcff,-40,0.238054
4x1r1,rrvmz_200x120xs0,vmz,pcff,-40,2.38053
4x1r1,rrvmz_200x120xs0_p,vmz,pcff,-40,2.38053
4x1r1,rrvmz_200x120xs0_s,vmz,pcff,-40,2.38053
4x1r1,rrvmz_200x1500xs0,vmz,pcff,-40,0.190442
4x1r1,rrvmz_200x1500xs0_p,vmz,pcff,-40,0.190442
4x1r1,rrvmz_200x1500xs0_s,vmz,pcff,-40,0.190442
4x1r1,rrvmz_200x600xs0,vmz,pcff,-40,0.527772
4x1r1,rrvmz_200x600xs0_p,vmz,pcff,-40,0.527772
4x1r1,rrvmz_200x600xs0_s,vmz,pcff,-40,0.527772
4x1r1,rrvmz_200x900xs0,vmz,pcff,-40,0.317417
4x1r1,rrvmz_200x900xs0_p,vmz,pcff,-40,0.317417
4x1r1,rrvmz_200x900xs0_s,vmz,pcff,-40,0.317417
4x1r1,rrvmz_400x120xs0,vmz,pcff,-40,1.3041
4x1r1,rrvmz_400x120xs0_p,vmz,pcff,-40,1.3041
4x1r1,rrvmz_400x120xs0_s,vmz,pcff,-40,1.3041
4x1r1,rrvmz_600x120xs0,vmz,pcff,-40,0.793512
4x1r1,rrvmz_600x120xs0_p,vmz,pcff,-40,0.793512
4x1r1,rrvmz_600x120xs0_s,vmz,pcff,-40,0.793512
4x1r1,rrvmz_600x200xs0,vmz,pcff,-40,0.527772
4x1r1,rrvmz_600x200xs0_p,vmz,pcff,-40,0.527772
4x1r1,rrvmz_600x200xs0_s,vmz,pcff,-40,0.527772
4x1r1,rrvmz_900x200xs0,vmz,pcff,-40,0.317417
4x1r1,rrvmz_900x200xs0_p,vmz,pcff,-40,0.317417
4x1r1,rrvmz_900x200xs0_s,vmz,pcff,-40,0.317417
4x1r1,rrvmz_1200x200xs0,vmz,pcff,25,0.30816
4x1r1,rrvmz_1200x200xs0_p,vmz,pcff,25,0.30816
4x1r1,rrvmz_1200x200xs0_s,vmz,pcff,25,0.30816
4x1r1,rrvmz_120x200xs0,vmz,pcff,25,3.08159
4x1r1,rrvmz_120x200xs0_p,vmz,pcff,25,3.08159
4x1r1,rrvmz_120x200xs0_s,vmz,pcff,25,3.08159
4x1r1,rrvmz_120x400xs0,vmz,pcff,25,1.68815
4x1r1,rrvmz_120x400xs0_p,vmz,pcff,25,1.68815
4x1r1,rrvmz_120x400xs0_s,vmz,pcff,25,1.68815
4x1r1,rrvmz_120x600xs0,vmz,pcff,25,1.0272
4x1r1,rrvmz_120x600xs0_p,vmz,pcff,25,1.0272
4x1r1,rrvmz_120x600xs0_s,vmz,pcff,25,1.0272
4x1r1,rrvmz_1500x200xs0,vmz,pcff,25,0.246527
4x1r1,rrvmz_1500x200xs0_p,vmz,pcff,25,0.246527
4x1r1,rrvmz_1500x200xs0_s,vmz,pcff,25,0.246527
4x1r1,rrvmz_200x1200xs0,vmz,pcff,25,0.30816
4x1r1,rrvmz_200x1200xs0_p,vmz,pcff,25,0.30816
4x1r1,rrvmz_200x1200xs0_s,vmz,pcff,25,0.30816
4x1r1,rrvmz_200x120xs0,vmz,pcff,25,3.08159
4x1r1,rrvmz_200x120xs0_p,vmz,pcff,25,3.08159
4x1r1,rrvmz_200x120xs0_s,vmz,pcff,25,3.08159
4x1r1,rrvmz_200x1500xs0,vmz,pcff,25,0.246527
4x1r1,rrvmz_200x1500xs0_p,vmz,pcff,25,0.246527
4x1r1,rrvmz_200x1500xs0_s,vmz,pcff,25,0.246527
4x1r1,rrvmz_200x600xs0,vmz,pcff,25,0.6832
4x1r1,rrvmz_200x600xs0_p,vmz,pcff,25,0.6832
4x1r1,rrvmz_200x600xs0_s,vmz,pcff,25,0.6832
4x1r1,rrvmz_200x900xs0,vmz,pcff,25,0.410896
4x1r1,rrvmz_200x900xs0_p,vmz,pcff,25,0.410896
4x1r1,rrvmz_200x900xs0_s,vmz,pcff,25,0.410896
4x1r1,rrvmz_400x120xs0,vmz,pcff,25,1.68815
4x1r1,rrvmz_400x120xs0_p,vmz,pcff,25,1.68815
4x1r1,rrvmz_400x120xs0_s,vmz,pcff,25,1.68815
4x1r1,rrvmz_600x120xs0,vmz,pcff,25,1.0272
4x1r1,rrvmz_600x120xs0_p,vmz,pcff,25,1.0272
4x1r1,rrvmz_600x120xs0_s,vmz,pcff,25,1.0272
4x1r1,rrvmz_600x200xs0,vmz,pcff,25,0.6832
4x1r1,rrvmz_600x200xs0_p,vmz,pcff,25,0.6832
4x1r1,rrvmz_600x200xs0_s,vmz,pcff,25,0.6832
4x1r1,rrvmz_900x200xs0,vmz,pcff,25,0.410896
4x1r1,rrvmz_900x200xs0_p,vmz,pcff,25,0.410896
4x1r1,rrvmz_900x200xs0_s,vmz,pcff,25,0.410896
4x1r1,rrvmz_1200x200xs0,vmz,pcff,100,0.389052
4x1r1,rrvmz_1200x200xs0_p,vmz,pcff,100,0.389052
4x1r1,rrvmz_1200x200xs0_s,vmz,pcff,100,0.389052
4x1r1,rrvmz_120x200xs0,vmz,pcff,100,3.89051
4x1r1,rrvmz_120x200xs0_p,vmz,pcff,100,3.89051
4x1r1,rrvmz_120x200xs0_s,vmz,pcff,100,3.89051
4x1r1,rrvmz_120x400xs0,vmz,pcff,100,2.13129
4x1r1,rrvmz_120x400xs0_p,vmz,pcff,100,2.13129
4x1r1,rrvmz_120x400xs0_s,vmz,pcff,100,2.13129
4x1r1,rrvmz_120x600xs0,vmz,pcff,100,1.29684
4x1r1,rrvmz_120x600xs0_p,vmz,pcff,100,1.29684
4x1r1,rrvmz_120x600xs0_s,vmz,pcff,100,1.29684
4x1r1,rrvmz_1500x200xs0,vmz,pcff,100,0.31124
4x1r1,rrvmz_1500x200xs0_p,vmz,pcff,100,0.31124
4x1r1,rrvmz_1500x200xs0_s,vmz,pcff,100,0.31124
4x1r1,rrvmz_200x1200xs0,vmz,pcff,100,0.389052
4x1r1,rrvmz_200x1200xs0_p,vmz,pcff,100,0.389052
4x1r1,rrvmz_200x1200xs0_s,vmz,pcff,100,0.389052
4x1r1,rrvmz_200x120xs0,vmz,pcff,100,3.89051
4x1r1,rrvmz_200x120xs0_p,vmz,pcff,100,3.89051
4x1r1,rrvmz_200x120xs0_s,vmz,pcff,100,3.89051
4x1r1,rrvmz_200x1500xs0,vmz,pcff,100,0.31124
4x1r1,rrvmz_200x1500xs0_p,vmz,pcff,100,0.31124
4x1r1,rrvmz_200x1500xs0_s,vmz,pcff,100,0.31124
4x1r1,rrvmz_200x600xs0,vmz,pcff,100,0.86254
4x1r1,rrvmz_200x600xs0_p,vmz,pcff,100,0.86254
4x1r1,rrvmz_200x600xs0_s,vmz,pcff,100,0.86254
4x1r1,rrvmz_200x900xs0,vmz,pcff,100,0.518756
4x1r1,rrvmz_200x900xs0_p,vmz,pcff,100,0.518756
4x1r1,rrvmz_200x900xs0_s,vmz,pcff,100,0.518756
4x1r1,rrvmz_400x120xs0,vmz,pcff,100,2.13129
4x1r1,rrvmz_400x120xs0_p,vmz,pcff,100,2.13129
4x1r1,rrvmz_400x120xs0_s,vmz,pcff,100,2.13129
4x1r1,rrvmz_600x120xs0,vmz,pcff,100,1.29684
4x1r1,rrvmz_600x120xs0_p,vmz,pcff,100,1.29684
