modelfileversion,model,layer,skew,temperature,resistance (ohms)
4x1r1,rrv1_60x108xs2_p,v1,prcf,25,4.05978
4x1r1,rrv1_60x108xs2_s,v1,prcf,25,4.05978
4x1r1,rrv1_60x44xs2,v1,prcf,25,9.05902
4x1r1,rrv1_60x44xs2_p,v1,prcf,25,10.0656
4x1r1,rrv1_60x44xs2_s,v1,prcf,25,9.05902
4x1r1,rrv1_60x44xs2_u,v1,prcf,25,10.8399
4x1r1,rrv1_60x56xs2,v1,prcf,25,7.1178
4x1r1,rrv1_60x56xs2_p,v1,prcf,25,7.1178
4x1r1,rrv1_60x56xs2_s,v1,prcf,25,7.1178
4x1r1,rrv1_60x76xs2,v1,prcf,25,5.2447
4x1r1,rrv1_60x76xs2_p,v1,prcf,25,5.2447
4x1r1,rrv1_60x76xs2_s,v1,prcf,25,5.2447
4x1r1,rrv1_60x90xs2,v1,prcf,25,4.42885
4x1r1,rrv1_60x90xs2_p,v1,prcf,25,4.42885
4x1r1,rrv1_60x90xs2_s,v1,prcf,25,4.42885
4x1r1,rrv1_70x70xs0,v1,prcf,25,4.74412
4x1r1,rrv1_70x70xs0_p,v1,prcf,25,4.74412
4x1r1,rrv1_70x70xs0_s,v1,prcf,25,4.74412
4x1r1,rrv1_76x52xs2,v1,prcf,25,6.05157
4x1r1,rrv1_76x52xs2_p,v1,prcf,25,6.69008
4x1r1,rrv1_76x52xs2_s,v1,prcf,25,6.20587
4x1r1,rrv1_76x60xs2,v1,prcf,25,5.2447
4x1r1,rrv1_76x60xs2_p,v1,prcf,25,5.2447
4x1r1,rrv1_76x60xs2_s,v1,prcf,25,5.2447
4x1r1,rrv1_90x52xs2,v1,prcf,25,5.11022
4x1r1,rrv1_90x52xs2_p,v1,prcf,25,5.6494
4x1r1,rrv1_90x52xs2_s,v1,prcf,25,5.24052
4x1r1,rrv1_90x60xs2,v1,prcf,25,4.42885
4x1r1,rrv1_90x60xs2_p,v1,prcf,25,5.19591
4x1r1,rrv1_90x60xs2_s,v1,prcf,25,5.19591
4x1r1,rrv1_108x52xs2,v1,prcf,100,4.30961
4x1r1,rrv1_108x52xs2_p,v1,prcf,100,4.76432
4x1r1,rrv1_108x52xs2_s,v1,prcf,100,4.41951
4x1r1,rrv1_108x60xs2,v1,prcf,100,4.1085
4x1r1,rrv1_108x60xs2_p,v1,prcf,100,4.1085
4x1r1,rrv1_108x60xs2_s,v1,prcf,100,4.1085
4x1r1,rrv1_60x108xs2,v1,prcf,100,4.1085
4x1r1,rrv1_60x108xs2_p,v1,prcf,100,4.1085
4x1r1,rrv1_60x108xs2_s,v1,prcf,100,4.1085
4x1r1,rrv1_60x44xs2,v1,prcf,100,9.16773
4x1r1,rrv1_60x44xs2_p,v1,prcf,100,10.1864
4x1r1,rrv1_60x44xs2_s,v1,prcf,100,9.16773
4x1r1,rrv1_60x44xs2_u,v1,prcf,100,10.97
4x1r1,rrv1_60x56xs2,v1,prcf,100,7.20321
4x1r1,rrv1_60x56xs2_p,v1,prcf,100,7.20321
4x1r1,rrv1_60x56xs2_s,v1,prcf,100,7.20321
4x1r1,rrv1_60x76xs2,v1,prcf,100,5.30764
4x1r1,rrv1_60x76xs2_p,v1,prcf,100,5.30764
4x1r1,rrv1_60x76xs2_s,v1,prcf,100,5.30764
4x1r1,rrv1_60x90xs2,v1,prcf,100,4.482
4x1r1,rrv1_60x90xs2_p,v1,prcf,100,4.482
4x1r1,rrv1_60x90xs2_s,v1,prcf,100,4.482
4x1r1,rrv1_70x70xs0,v1,prcf,100,4.80105
4x1r1,rrv1_70x70xs0_p,v1,prcf,100,4.80105
4x1r1,rrv1_70x70xs0_s,v1,prcf,100,4.80105
4x1r1,rrv1_76x52xs2,v1,prcf,100,6.12419
4x1r1,rrv1_76x52xs2_p,v1,prcf,100,6.77036
4x1r1,rrv1_76x52xs2_s,v1,prcf,100,6.28034
4x1r1,rrv1_76x60xs2,v1,prcf,100,5.30764
4x1r1,rrv1_76x60xs2_p,v1,prcf,100,5.30764
4x1r1,rrv1_76x60xs2_s,v1,prcf,100,5.30764
4x1r1,rrv1_90x52xs2,v1,prcf,100,5.17154
4x1r1,rrv1_90x52xs2_p,v1,prcf,100,5.71719
4x1r1,rrv1_90x52xs2_s,v1,prcf,100,5.30341
4x1r1,rrv1_90x60xs2,v1,prcf,100,4.482
4x1r1,rrv1_90x60xs2_p,v1,prcf,100,5.25826
4x1r1,rrv1_90x60xs2_s,v1,prcf,100,5.25826
4x1r1,rrv1_108x52xs2,v1,prcf,125,4.32665
4x1r1,rrv1_108x52xs2_p,v1,prcf,125,4.78316
4x1r1,rrv1_108x52xs2_s,v1,prcf,125,4.43697
4x1r1,rrv1_108x60xs2,v1,prcf,125,4.12474
4x1r1,rrv1_108x60xs2_p,v1,prcf,125,4.12474
4x1r1,rrv1_108x60xs2_s,v1,prcf,125,4.12474
4x1r1,rrv1_60x108xs2,v1,prcf,125,4.12474
4x1r1,rrv1_60x108xs2_p,v1,prcf,125,4.12474
4x1r1,rrv1_60x108xs2_s,v1,prcf,125,4.12474
4x1r1,rrv1_60x44xs2,v1,prcf,125,9.20396
4x1r1,rrv1_60x44xs2_p,v1,prcf,125,10.2266
4x1r1,rrv1_60x44xs2_s,v1,prcf,125,9.20396
4x1r1,rrv1_60x44xs2_u,v1,prcf,125,11.0133
4x1r1,rrv1_60x56xs2,v1,prcf,125,7.23168
4x1r1,rrv1_60x56xs2_p,v1,prcf,125,7.23168
4x1r1,rrv1_60x56xs2_s,v1,prcf,125,7.23168
4x1r1,rrv1_60x76xs2,v1,prcf,125,5.32862
4x1r1,rrv1_60x76xs2_p,v1,prcf,125,5.32862
4x1r1,rrv1_60x76xs2_s,v1,prcf,125,5.32862
4x1r1,rrv1_60x90xs2,v1,prcf,125,4.49971
4x1r1,rrv1_60x90xs2_p,v1,prcf,125,4.49971
4x1r1,rrv1_60x90xs2_s,v1,prcf,125,4.49971
4x1r1,rrv1_70x70xs0,v1,prcf,125,4.82003
4x1r1,rrv1_70x70xs0_p,v1,prcf,125,4.82003
4x1r1,rrv1_70x70xs0_s,v1,prcf,125,4.82003
4x1r1,rrv1_76x52xs2,v1,prcf,125,6.1484
4x1r1,rrv1_76x52xs2_p,v1,prcf,125,6.79712
4x1r1,rrv1_76x52xs2_s,v1,prcf,125,6.30516
4x1r1,rrv1_76x60xs2,v1,prcf,125,5.32862
4x1r1,rrv1_76x60xs2_p,v1,prcf,125,5.32862
4x1r1,rrv1_76x60xs2_s,v1,prcf,125,5.32862
4x1r1,rrv1_90x52xs2,v1,prcf,125,5.19198
4x1r1,rrv1_90x52xs2_p,v1,prcf,125,5.73979
4x1r1,rrv1_90x52xs2_s,v1,prcf,125,5.32437
4x1r1,rrv1_90x60xs2,v1,prcf,125,4.49971
4x1r1,rrv1_90x60xs2_p,v1,prcf,125,5.27904
4x1r1,rrv1_90x60xs2_s,v1,prcf,125,5.27904
4x1r1,rrv2_108x58xs2,v2,prcf,-40,4.1561
4x1r1,rrv2_108x58xs2_p,v2,prcf,-40,4.52065
4x1r1,rrv2_108x58xs2_s,v2,prcf,-40,4.1561
4x1r1,rrv2_44x58xs2,v2,prcf,-40,9.27394
4x1r1,rrv2_44x58xs2_p,v2,prcf,-40,10.0874
4x1r1,rrv2_44x58xs2_s,v2,prcf,-40,9.27394
4x1r1,rrv2_56x58xs2,v2,prcf,-40,7.28666
4x1r1,rrv2_56x58xs2_p,v2,prcf,-40,7.92581
4x1r1,rrv2_56x58xs2_s,v2,prcf,-40,7.28666
4x1r1,rrv2_58x108xs2,v2,prcf,-40,4.1561
4x1r1,rrv2_58x108xs2_p,v2,prcf,-40,4.1561
4x1r1,rrv2_58x108xs2_s,v2,prcf,-40,4.1561
4x1r1,rrv2_58x76xs2,v2,prcf,-40,5.36912
4x1r1,rrv2_58x76xs2_p,v2,prcf,-40,5.36912
4x1r1,rrv2_58x76xs2_s,v2,prcf,-40,5.36912
4x1r1,rrv2_58x90xs2,v2,prcf,-40,4.53392
4x1r1,rrv2_58x90xs2_p,v2,prcf,-40,4.53392
4x1r1,rrv2_58x90xs2_s,v2,prcf,-40,4.53392
4x1r1,rrv2_70x70xs0,v2,prcf,-40,4.69478
4x1r1,rrv2_70x70xs0_p,v2,prcf,-40,4.97253
4x1r1,rrv2_70x70xs0_s,v2,prcf,-40,4.69478
4x1r1,rrv2_76x58xs2,v2,prcf,-40,5.36912
4x1r1,rrv2_76x58xs2_p,v2,prcf,-40,5.84007
4x1r1,rrv2_76x58xs2_s,v2,prcf,-40,5.36912
4x1r1,rrv2_90x58xs2,v2,prcf,-40,4.53392
4x1r1,rrv2_90x58xs2_p,v2,prcf,-40,4.93161
4x1r1,rrv2_90x58xs2_s,v2,prcf,-40,4.53392
4x1r1,rrv2_108x58xs2,v2,prcf,25,4.19978
4x1r1,rrv2_108x58xs2_p,v2,prcf,25,4.56816
4x1r1,rrv2_108x58xs2_s,v2,prcf,25,4.19978
4x1r1,rrv2_44x58xs2,v2,prcf,25,9.3714
4x1r1,rrv2_44x58xs2_p,v2,prcf,25,10.1934
4x1r1,rrv2_44x58xs2_s,v2,prcf,25,9.3714
4x1r1,rrv2_56x58xs2,v2,prcf,25,7.36324
4x1r1,rrv2_56x58xs2_p,v2,prcf,25,8.0091
4x1r1,rrv2_56x58xs2_s,v2,prcf,25,7.36324
4x1r1,rrv2_58x108xs2,v2,prcf,25,4.19978
4x1r1,rrv2_58x108xs2_p,v2,prcf,25,4.19978
4x1r1,rrv2_58x108xs2_s,v2,prcf,25,4.19978
4x1r1,rrv2_58x76xs2,v2,prcf,25,5.42555
4x1r1,rrv2_58x76xs2_p,v2,prcf,25,5.42555
4x1r1,rrv2_58x76xs2_s,v2,prcf,25,5.42555
4x1r1,rrv2_58x90xs2,v2,prcf,25,4.58157
4x1r1,rrv2_58x90xs2_p,v2,prcf,25,4.58157
4x1r1,rrv2_58x90xs2_s,v2,prcf,25,4.58157
4x1r1,rrv2_70x70xs0,v2,prcf,25,4.74412
4x1r1,rrv2_70x70xs0_p,v2,prcf,25,5.02479
4x1r1,rrv2_70x70xs0_s,v2,prcf,25,4.74412
4x1r1,rrv2_76x58xs2,v2,prcf,25,5.42555
4x1r1,rrv2_76x58xs2_p,v2,prcf,25,5.90145
4x1r1,rrv2_76x58xs2_s,v2,prcf,25,5.42555
4x1r1,rrv2_90x58xs2,v2,prcf,25,4.58157
4x1r1,rrv2_90x58xs2_p,v2,prcf,25,4.98344
4x1r1,rrv2_90x58xs2_s,v2,prcf,25,4.58157
4x1r1,rrv2_108x58xs2,v2,prcf,100,4.25018
4x1r1,rrv2_108x58xs2_p,v2,prcf,100,4.62298
4x1r1,rrv2_108x58xs2_s,v2,prcf,100,4.25018
4x1r1,rrv2_44x58xs2,v2,prcf,100,9.48386
4x1r1,rrv2_44x58xs2_p,v2,prcf,100,10.3157
4x1r1,rrv2_44x58xs2_s,v2,prcf,100,9.48386
4x1r1,rrv2_56x58xs2,v2,prcf,100,7.4516
4x1r1,rrv2_56x58xs2_p,v2,prcf,100,8.10521
4x1r1,rrv2_56x58xs2_s,v2,prcf,100,7.4516
4x1r1,rrv2_58x108xs2,v2,prcf,100,4.25018
4x1r1,rrv2_58x108xs2_p,v2,prcf,100,4.25018
4x1r1,rrv2_58x108xs2_s,v2,prcf,100,4.25018
4x1r1,rrv2_58x76xs2,v2,prcf,100,5.49066
4x1r1,rrv2_58x76xs2_p,v2,prcf,100,5.49066
4x1r1,rrv2_58x76xs2_s,v2,prcf,100,5.49066
4x1r1,rrv2_58x90xs2,v2,prcf,100,4.63655
4x1r1,rrv2_58x90xs2_p,v2,prcf,100,4.63655
4x1r1,rrv2_58x90xs2_s,v2,prcf,100,4.63655
4x1r1,rrv2_70x70xs0,v2,prcf,100,4.80105
4x1r1,rrv2_70x70xs0_p,v2,prcf,100,5.08509
4x1r1,rrv2_70x70xs0_s,v2,prcf,100,4.80105
4x1r1,rrv2_76x58xs2,v2,prcf,100,5.49066
4x1r1,rrv2_76x58xs2_p,v2,prcf,100,5.97227
4x1r1,rrv2_76x58xs2_s,v2,prcf,100,5.49066
4x1r1,rrv2_90x58xs2,v2,prcf,100,4.63655
4x1r1,rrv2_90x58xs2_p,v2,prcf,100,5.04324
4x1r1,rrv2_90x58xs2_s,v2,prcf,100,4.63655
4x1r1,rrv2_108x58xs2,v2,prcf,125,4.26698
4x1r1,rrv2_108x58xs2_p,v2,prcf,125,4.64125
4x1r1,rrv2_108x58xs2_s,v2,prcf,125,4.26698
4x1r1,rrv2_44x58xs2,v2,prcf,125,9.52134
4x1r1,rrv2_44x58xs2_p,v2,prcf,125,10.3565
4x1r1,rrv2_44x58xs2_s,v2,prcf,125,9.52134
4x1r1,rrv2_56x58xs2,v2,prcf,125,7.48105
4x1r1,rrv2_56x58xs2_p,v2,prcf,125,8.13725
4x1r1,rrv2_56x58xs2_s,v2,prcf,125,7.48105
4x1r1,rrv2_58x108xs2,v2,prcf,125,4.26698
4x1r1,rrv2_58x108xs2_p,v2,prcf,125,4.26698
4x1r1,rrv2_58x108xs2_s,v2,prcf,125,4.26698
4x1r1,rrv2_58x76xs2,v2,prcf,125,5.51236
4x1r1,rrv2_58x76xs2_p,v2,prcf,125,5.51236
4x1r1,rrv2_58x76xs2_s,v2,prcf,125,5.51236
4x1r1,rrv2_58x90xs2,v2,prcf,125,4.65488
4x1r1,rrv2_58x90xs2_p,v2,prcf,125,4.65488
4x1r1,rrv2_58x90xs2_s,v2,prcf,125,4.65488
4x1r1,rrv2_70x70xs0,v2,prcf,125,4.82003
4x1r1,rrv2_70x70xs0_p,v2,prcf,125,5.10519
4x1r1,rrv2_70x70xs0_s,v2,prcf,125,4.82003
4x1r1,rrv2_76x58xs2,v2,prcf,125,5.51236
4x1r1,rrv2_76x58xs2_p,v2,prcf,125,5.99587
4x1r1,rrv2_76x58xs2_s,v2,prcf,125,5.51236
4x1r1,rrv2_90x58xs2,v2,prcf,125,4.65488
4x1r1,rrv2_90x58xs2_p,v2,prcf,125,5.06318
4x1r1,rrv2_90x58xs2_s,v2,prcf,125,4.65488
4x1r1,rrv3_108x58xs2,v3,prcf,-40,4.1561
4x1r1,rrv3_108x58xs2_p,v3,prcf,-40,4.1561
4x1r1,rrv3_108x58xs2_s,v3,prcf,-40,4.1561
4x1r1,rrv3_58x108xs2,v3,prcf,-40,4.1561
4x1r1,rrv3_58x108xs2_p,v3,prcf,-40,4.52065
4x1r1,rrv3_58x108xs2_s,v3,prcf,-40,4.1561
4x1r1,rrv3_58x44xs2,v3,prcf,-40,9.27394
4x1r1,rrv3_58x44xs2_p,v3,prcf,-40,10.0874
4x1r1,rrv3_58x44xs2_s,v3,prcf,-40,9.27394
4x1r1,rrv3_58x56xs2,v3,prcf,-40,7.28666
4x1r1,rrv3_58x56xs2_p,v3,prcf,-40,7.92581
4x1r1,rrv3_58x56xs2_s,v3,prcf,-40,7.28666
4x1r1,rrv3_58x76xs2,v3,prcf,-40,5.36912
4x1r1,rrv3_58x76xs2_p,v3,prcf,-40,5.84007
4x1r1,rrv3_58x76xs2_s,v3,prcf,-40,5.36912
4x1r1,rrv3_58x90xs2,v3,prcf,-40,4.53392
4x1r1,rrv3_58x90xs2_p,v3,prcf,-40,4.93161
4x1r1,rrv3_58x90xs2_s,v3,prcf,-40,4.53392
4x1r1,rrv3_70x70xs0,v3,prcf,-40,4.69478
4x1r1,rrv3_70x70xs0_p,v3,prcf,-40,4.97253
4x1r1,rrv3_70x70xs0_s,v3,prcf,-40,4.69478
4x1r1,rrv3_76x58xs2,v3,prcf,-40,5.36912
4x1r1,rrv3_76x58xs2_p,v3,prcf,-40,5.36912
4x1r1,rrv3_76x58xs2_s,v3,prcf,-40,5.36912
4x1r1,rrv3_90x58xs2,v3,prcf,-40,4.53392
4x1r1,rrv3_90x58xs2_p,v3,prcf,-40,4.53392
4x1r1,rrv3_90x58xs2_s,v3,prcf,-40,4.53392
4x1r1,rrv3_108x58xs2,v3,prcf,25,4.19978
4x1r1,rrv3_108x58xs2_p,v3,prcf,25,4.19978
4x1r1,rrv3_108x58xs2_s,v3,prcf,25,4.19978
4x1r1,rrv3_58x108xs2,v3,prcf,25,4.19978
4x1r1,rrv3_58x108xs2_p,v3,prcf,25,4.56816
4x1r1,rrv3_58x108xs2_s,v3,prcf,25,4.19978
4x1r1,rrv3_58x44xs2,v3,prcf,25,9.3714
4x1r1,rrv3_58x44xs2_p,v3,prcf,25,10.1934
4x1r1,rrv3_58x44xs2_s,v3,prcf,25,9.3714
4x1r1,rrv3_58x56xs2,v3,prcf,25,7.36324
4x1r1,rrv3_58x56xs2_p,v3,prcf,25,8.0091
4x1r1,rrv3_58x56xs2_s,v3,prcf,25,7.36324
4x1r1,rrv3_58x76xs2,v3,prcf,25,5.42555
4x1r1,rrv3_58x76xs2_p,v3,prcf,25,5.90145
4x1r1,rrv3_58x76xs2_s,v3,prcf,25,5.42555
4x1r1,rrv3_58x90xs2,v3,prcf,25,4.58157
4x1r1,rrv3_58x90xs2_p,v3,prcf,25,4.98344
4x1r1,rrv3_58x90xs2_s,v3,prcf,25,4.58157
4x1r1,rrv3_70x70xs0,v3,prcf,25,4.74412
4x1r1,rrv3_70x70xs0_p,v3,prcf,25,5.02479
4x1r1,rrv3_70x70xs0_s,v3,prcf,25,4.74412
4x1r1,rrv3_76x58xs2,v3,prcf,25,5.42555
4x1r1,rrv3_76x58xs2_p,v3,prcf,25,5.42555
4x1r1,rrv3_76x58xs2_s,v3,prcf,25,5.42555
4x1r1,rrv3_90x58xs2,v3,prcf,25,4.58157
4x1r1,rrv3_90x58xs2_p,v3,prcf,25,4.58157
4x1r1,rrv3_90x58xs2_s,v3,prcf,25,4.58157
4x1r1,rrv3_108x58xs2,v3,prcf,100,4.25018
4x1r1,rrv3_108x58xs2_p,v3,prcf,100,4.25018
4x1r1,rrv3_108x58xs2_s,v3,prcf,100,4.25018
4x1r1,rrv3_58x108xs2,v3,prcf,100,4.25018
4x1r1,rrv3_58x108xs2_p,v3,prcf,100,4.62298
4x1r1,rrv3_58x108xs2_s,v3,prcf,100,4.25018
4x1r1,rrv3_58x44xs2,v3,prcf,100,9.48386
4x1r1,rrv3_58x44xs2_p,v3,prcf,100,10.3157
4x1r1,rrv3_58x44xs2_s,v3,prcf,100,9.48386
4x1r1,rrv3_58x56xs2,v3,prcf,100,7.4516
4x1r1,rrv3_58x56xs2_p,v3,prcf,100,8.10521
4x1r1,rrv3_58x56xs2_s,v3,prcf,100,7.4516
4x1r1,rrv3_58x76xs2,v3,prcf,100,5.49066
4x1r1,rrv3_58x76xs2_p,v3,prcf,100,5.97227
4x1r1,rrv3_58x76xs2_s,v3,prcf,100,5.49066
4x1r1,rrv3_58x90xs2,v3,prcf,100,4.63655
4x1r1,rrv3_58x90xs2_p,v3,prcf,100,5.04324
4x1r1,rrv3_58x90xs2_s,v3,prcf,100,4.63655
4x1r1,rrv3_70x70xs0,v3,prcf,100,4.80105
4x1r1,rrv3_70x70xs0_p,v3,prcf,100,5.08509
4x1r1,rrv3_70x70xs0_s,v3,prcf,100,4.80105
4x1r1,rrv3_76x58xs2,v3,prcf,100,5.49066
4x1r1,rrv3_76x58xs2_p,v3,prcf,100,5.49066
4x1r1,rrv3_76x58xs2_s,v3,prcf,100,5.49066
4x1r1,rrv3_90x58xs2,v3,prcf,100,4.63655
4x1r1,rrv3_90x58xs2_p,v3,prcf,100,4.63655
4x1r1,rrv3_90x58xs2_s,v3,prcf,100,4.63655
4x1r1,rrv3_108x58xs2,v3,prcf,125,4.26698
4x1r1,rrv3_108x58xs2_p,v3,prcf,125,4.26698
4x1r1,rrv3_108x58xs2_s,v3,prcf,125,4.26698
4x1r1,rrv3_58x108xs2,v3,prcf,125,4.26698
4x1r1,rrv3_58x108xs2_p,v3,prcf,125,4.64125
4x1r1,rrv3_58x108xs2_s,v3,prcf,125,4.26698
4x1r1,rrv3_58x44xs2,v3,prcf,125,9.52134
4x1r1,rrv3_58x44xs2_p,v3,prcf,125,10.3565
4x1r1,rrv3_58x44xs2_s,v3,prcf,125,9.52134
4x1r1,rrv3_58x56xs2,v3,prcf,125,7.48105
4x1r1,rrv3_58x56xs2_p,v3,prcf,125,8.13725
4x1r1,rrv3_58x56xs2_s,v3,prcf,125,7.48105
4x1r1,rrv3_58x76xs2,v3,prcf,125,5.51236
4x1r1,rrv3_58x76xs2_p,v3,prcf,125,5.99587
4x1r1,rrv3_58x76xs2_s,v3,prcf,125,5.51236
4x1r1,rrv3_58x90xs2,v3,prcf,125,4.65488
4x1r1,rrv3_58x90xs2_p,v3,prcf,125,5.06318
4x1r1,rrv3_58x90xs2_s,v3,prcf,125,4.65488
4x1r1,rrv3_70x70xs0,v3,prcf,125,4.82003
4x1r1,rrv3_70x70xs0_p,v3,prcf,125,5.10519
4x1r1,rrv3_70x70xs0_s,v3,prcf,125,4.82003
4x1r1,rrv3_76x58xs2,v3,prcf,125,5.51236
4x1r1,rrv3_76x58xs2_p,v3,prcf,125,5.51236
4x1r1,rrv3_76x58xs2_s,v3,prcf,125,5.51236
4x1r1,rrv3_90x58xs2,v3,prcf,125,4.65488
4x1r1,rrv3_90x58xs2_p,v3,prcf,125,4.65488
4x1r1,rrv3_90x58xs2_s,v3,prcf,125,4.65488
4x1r1,rrv3e7_1200x200xs0,v3e7,prcf,-40,0.253071
4x1r1,rrv3e7_1200x200xs0_p,v3e7,prcf,-40,0.253071
4x1r1,rrv3e7_1200x200xs0_s,v3e7,prcf,-40,0.253071
4x1r1,rrv3e7_1500x200xs0,v3e7,prcf,-40,0.202457
4x1r1,rrv3e7_1500x200xs0_p,v3e7,prcf,-40,0.202457
4x1r1,rrv3e7_1500x200xs0_s,v3e7,prcf,-40,0.202457
4x1r1,rrv3e7_200x1200xs0,v3e7,prcf,-40,0.253071
4x1r1,rrv3e7_200x1200xs0_p,v3e7,prcf,-40,0.253071
4x1r1,rrv3e7_200x1200xs0_s,v3e7,prcf,-40,0.253071
4x1r1,rrv3e7_200x1500xs0,v3e7,prcf,-40,0.202457
4x1r1,rrv3e7_200x1500xs0_p,v3e7,prcf,-40,0.202457
4x1r1,rrv3e7_200x1500xs0_s,v3e7,prcf,-40,0.202457
4x1r1,rrv3e7_200x600xs0,v3e7,prcf,-40,0.506142
4x1r1,rrv3e7_200x600xs0_p,v3e7,prcf,-40,0.506142
4x1r1,rrv3e7_200x600xs0_s,v3e7,prcf,-40,0.506142
4x1r1,rrv3e7_200x900xs0,v3e7,prcf,-40,0.337428
4x1r1,rrv3e7_200x900xs0_p,v3e7,prcf,-40,0.337428
4x1r1,rrv3e7_200x900xs0_s,v3e7,prcf,-40,0.337428
4x1r1,rrv3e7_600x200xs0,v3e7,prcf,-40,0.506142
4x1r1,rrv3e7_600x200xs0_p,v3e7,prcf,-40,0.506142
4x1r1,rrv3e7_600x200xs0_s,v3e7,prcf,-40,0.506142
4x1r1,rrv3e7_900x200xs0,v3e7,prcf,-40,0.337428
4x1r1,rrv3e7_900x200xs0_p,v3e7,prcf,-40,0.337428
4x1r1,rrv3e7_900x200xs0_s,v3e7,prcf,-40,0.337428
4x1r1,rrv3e7_1200x200xs0,v3e7,prcf,25,0.3276
4x1r1,rrv3e7_1200x200xs0_p,v3e7,prcf,25,0.3276
4x1r1,rrv3e7_1200x200xs0_s,v3e7,prcf,25,0.3276
4x1r1,rrv3e7_1500x200xs0,v3e7,prcf,25,0.26208
4x1r1,rrv3e7_1500x200xs0_p,v3e7,prcf,25,0.26208
4x1r1,rrv3e7_1500x200xs0_s,v3e7,prcf,25,0.26208
4x1r1,rrv3e7_200x1200xs0,v3e7,prcf,25,0.3276
4x1r1,rrv3e7_200x1200xs0_p,v3e7,prcf,25,0.3276
4x1r1,rrv3e7_200x1200xs0_s,v3e7,prcf,25,0.3276
4x1r1,rrv3e7_200x1500xs0,v3e7,prcf,25,0.26208
4x1r1,rrv3e7_200x1500xs0_p,v3e7,prcf,25,0.26208
4x1r1,rrv3e7_200x1500xs0_s,v3e7,prcf,25,0.26208
4x1r1,rrv3e7_200x600xs0,v3e7,prcf,25,0.6552
4x1r1,rrv3e7_200x600xs0_p,v3e7,prcf,25,0.6552
4x1r1,rrv3e7_200x600xs0_s,v3e7,prcf,25,0.6552
4x1r1,rrv3e7_200x900xs0,v3e7,prcf,25,0.4368
4x1r1,rrv3e7_200x900xs0_p,v3e7,prcf,25,0.4368
4x1r1,rrv3e7_200x900xs0_s,v3e7,prcf,25,0.4368
4x1r1,rrv3e7_600x200xs0,v3e7,prcf,25,0.6552
4x1r1,rrv3e7_600x200xs0_p,v3e7,prcf,25,0.6552
4x1r1,rrv3e7_600x200xs0_s,v3e7,prcf,25,0.6552
4x1r1,rrv3e7_900x200xs0,v3e7,prcf,25,0.4368
4x1r1,rrv3e7_900x200xs0_p,v3e7,prcf,25,0.4368
4x1r1,rrv3e7_900x200xs0_s,v3e7,prcf,25,0.4368
4x1r1,rrv3e7_1200x200xs0,v3e7,prcf,100,0.413595
4x1r1,rrv3e7_1200x200xs0_p,v3e7,prcf,100,0.413595
4x1r1,rrv3e7_1200x200xs0_s,v3e7,prcf,100,0.413595
4x1r1,rrv3e7_1500x200xs0,v3e7,prcf,100,0.330876
4x1r1,rrv3e7_1500x200xs0_p,v3e7,prcf,100,0.330876
4x1r1,rrv3e7_1500x200xs0_s,v3e7,prcf,100,0.330876
4x1r1,rrv3e7_200x1200xs0,v3e7,prcf,100,0.413595
4x1r1,rrv3e7_200x1200xs0_p,v3e7,prcf,100,0.413595
4x1r1,rrv3e7_200x1200xs0_s,v3e7,prcf,100,0.413595
4x1r1,rrv3e7_200x1500xs0,v3e7,prcf,100,0.330876
4x1r1,rrv3e7_200x1500xs0_p,v3e7,prcf,100,0.330876
4x1r1,rrv3e7_200x1500xs0_s,v3e7,prcf,100,0.330876
4x1r1,rrv3e7_200x600xs0,v3e7,prcf,100,0.82719
4x1r1,rrv3e7_200x600xs0_p,v3e7,prcf,100,0.82719
4x1r1,rrv3e7_200x600xs0_s,v3e7,prcf,100,0.82719
4x1r1,rrv3e7_200x900xs0,v3e7,prcf,100,0.55146
4x1r1,rrv3e7_200x900xs0_p,v3e7,prcf,100,0.55146
4x1r1,rrv3e7_200x900xs0_s,v3e7,prcf,100,0.55146
4x1r1,rrv3e7_600x200xs0,v3e7,prcf,100,0.82719
4x1r1,rrv3e7_600x200xs0_p,v3e7,prcf,100,0.82719
4x1r1,rrv3e7_600x200xs0_s,v3e7,prcf,100,0.82719
4x1r1,rrv3e7_900x200xs0,v3e7,prcf,100,0.55146
4x1r1,rrv3e7_900x200xs0_p,v3e7,prcf,100,0.55146
4x1r1,rrv3e7_900x200xs0_s,v3e7,prcf,100,0.55146
4x1r1,rrv3e7_1200x200xs0,v3e7,prcf,125,0.44226
4x1r1,rrv3e7_1200x200xs0_p,v3e7,prcf,125,0.44226
4x1r1,rrv3e7_1200x200xs0_s,v3e7,prcf,125,0.44226
4x1r1,rrv3e7_1500x200xs0,v3e7,prcf,125,0.353808
4x1r1,rrv3e7_1500x200xs0_p,v3e7,prcf,125,0.353808
4x1r1,rrv3e7_1500x200xs0_s,v3e7,prcf,125,0.353808
4x1r1,rrv3e7_200x1200xs0,v3e7,prcf,125,0.44226
4x1r1,rrv3e7_200x1200xs0_p,v3e7,prcf,125,0.44226
4x1r1,rrv3e7_200x1200xs0_s,v3e7,prcf,125,0.44226
4x1r1,rrv3e7_200x1500xs0,v3e7,prcf,125,0.353808
4x1r1,rrv3e7_200x1500xs0_p,v3e7,prcf,125,0.353808
4x1r1,rrv3e7_200x1500xs0_s,v3e7,prcf,125,0.353808
4x1r1,rrv3e7_200x600xs0,v3e7,prcf,125,0.88452
